Country,State,Region,Farm_ID,Year,Quarter,Week,Water_Weekly_L,Water_Daily_Avg_L,Nitrogen_Weekly,Phosphorus_Weekly,Potassium_Weekly,Calcium_Weekly,Magnesium_Weekly,Temperature_Avg_C,Sunlight_Hours,Humidity_Percent,Season,time_index,farm_time_index,week_sin,week_cos,quarter_sin,quarter_cos,total_fertiliser,temperature_x_humidity,sunlight_x_temperature,Water_Weekly_L_lag_1,Water_Weekly_L_lag_2,Water_Weekly_L_lag_4,Water_Weekly_L_lag_8,Water_Weekly_L_rolling_mean_2,Water_Weekly_L_rolling_mean_4,Water_Weekly_L_rolling_mean_8,Temperature_Avg_C_lag_1,Temperature_Avg_C_lag_2,Temperature_Avg_C_lag_4,Temperature_Avg_C_lag_8,Temperature_Avg_C_rolling_mean_2,Temperature_Avg_C_rolling_mean_4,Temperature_Avg_C_rolling_mean_8,Sunlight_Hours_lag_1,Sunlight_Hours_lag_2,Sunlight_Hours_lag_4,Sunlight_Hours_lag_8,Sunlight_Hours_rolling_mean_2,Sunlight_Hours_rolling_mean_4,Sunlight_Hours_rolling_mean_8,Humidity_Percent_lag_1,Humidity_Percent_lag_2,Humidity_Percent_lag_4,Humidity_Percent_lag_8,Humidity_Percent_rolling_mean_2,Humidity_Percent_rolling_mean_4,Humidity_Percent_rolling_mean_8,Nitrogen_Weekly_lag_1,Nitrogen_Weekly_lag_2,Nitrogen_Weekly_lag_4,Nitrogen_Weekly_lag_8,Nitrogen_Weekly_rolling_mean_2,Nitrogen_Weekly_rolling_mean_4,Nitrogen_Weekly_rolling_mean_8,Phosphorus_Weekly_lag_1,Phosphorus_Weekly_lag_2,Phosphorus_Weekly_lag_4,Phosphorus_Weekly_lag_8,Phosphorus_Weekly_rolling_mean_2,Phosphorus_Weekly_rolling_mean_4,Phosphorus_Weekly_rolling_mean_8,Potassium_Weekly_lag_1,Potassium_Weekly_lag_2,Potassium_Weekly_lag_4,Potassium_Weekly_lag_8,Potassium_Weekly_rolling_mean_2,Potassium_Weekly_rolling_mean_4,Potassium_Weekly_rolling_mean_8,Calcium_Weekly_lag_1,Calcium_Weekly_lag_2,Calcium_Weekly_lag_4,Calcium_Weekly_lag_8,Calcium_Weekly_rolling_mean_2,Calcium_Weekly_rolling_mean_4,Calcium_Weekly_rolling_mean_8,Magnesium_Weekly_lag_1,Magnesium_Weekly_lag_2,Magnesium_Weekly_lag_4,Magnesium_Weekly_lag_8,Magnesium_Weekly_rolling_mean_2,Magnesium_Weekly_rolling_mean_4,Magnesium_Weekly_rolling_mean_8
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q1,5,717514.4,102502.05714285714,25.9,11.5,16.2,6.8,3.5,25.942857142857143,10.071428571428571,51.4,Summer,108,108,0.6631226582407952,-0.7485107481711012,1.0,6.123233995736766e-17,63.89999999999999,1333.462857142857,261.2816326530612,711422.3,704749.0,680661.9,615488.3,708085.65,696312.05,655110.2625,27.52857142857143,27.228571428571428,26.414285714285715,20.12857142857143,27.378571428571426,26.760714285714286,23.81964285714286,10.114285714285714,9.985714285714286,9.785714285714286,8.2,10.05,10.028571428571428,9.335714285714285,49.142857142857146,49.457142857142856,49.04285714285714,46.34285714285714,49.3,49.635714285714286,47.00535714285714,29.4,24.8,26.3,24.1,27.1,27.6,24.85,11.5,11.6,11.1,9.1,11.549999999999997,11.25,9.975000000000001,16.1,14.8,15.1,13.3,15.450000000000001,15.825,14.387500000000001,6.7,6.1,6.9,5.9,6.4,6.4,6.125,3.6,3.7,3.7,3.3,3.6499999999999995,3.775,3.5374999999999996
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q1,6,718552.7,102650.3857142857,27.5,9.7,15.3,6.3,3.4,27.414285714285715,10.242857142857144,52.21428571428572,Summer,109,109,0.23931566428755768,-0.970941817426052,1.0,6.123233995736766e-17,62.199999999999996,1431.4173469387758,280.800612244898,717514.4,711422.3,688415.0,608982.1,714468.3500000001,705525.175,667863.525,25.942857142857143,27.52857142857143,25.87142857142857,21.185714285714287,26.735714285714288,26.642857142857142,24.54642857142857,10.071428571428571,10.114285714285714,10.228571428571428,8.642857142857142,10.092857142857143,10.1,9.569642857142858,51.4,49.142857142857146,50.9,47.31428571428571,50.27142857142857,50.225,47.637499999999996,25.9,29.4,29.9,21.0,27.65,27.5,25.075,11.5,11.5,10.8,8.4,11.5,11.35,10.274999999999999,16.2,16.1,17.3,12.4,16.15,16.1,14.750000000000002,6.8,6.7,5.9,5.3,6.75,6.375,6.2375,3.5,3.6,4.1,3.3,3.55,3.725,3.5625
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q1,7,704294.4,100613.48571428572,29.3,10.3,17.0,6.3,3.5,28.02857142857143,10.185714285714283,50.05714285714286,Summer,110,110,-0.23931566428755743,-0.9709418174260521,1.0,6.123233995736766e-17,66.4,1403.0302040816327,285.4910204081632,718552.7,717514.4,704749.0,607336.2,718033.55,713059.6,681559.8500000001,27.414285714285715,25.942857142857143,27.228571428571428,20.342857142857145,26.67857142857143,27.028571428571425,25.325000000000003,10.242857142857144,10.071428571428571,9.985714285714286,8.77142857142857,10.157142857142858,10.10357142857143,9.769642857142857,52.21428571428572,51.4,49.457142857142856,42.25714285714286,51.807142857142864,50.55357142857143,48.25,27.5,25.9,24.8,22.7,26.7,26.9,25.8875,9.7,11.5,11.6,9.3,10.599999999999998,11.075,10.4375,15.3,16.2,14.8,13.8,15.75,15.600000000000001,15.1125,6.3,6.8,6.1,6.0,6.55,6.475,6.3625,3.4,3.5,3.7,3.2,3.4499999999999993,3.55,3.575
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q1,8,708866.7,101266.67142857144,27.1,10.4,17.2,6.6,3.7,27.75714285714286,10.257142857142856,50.52857142857143,Summer,111,111,-0.663122658240795,-0.7485107481711013,1.0,6.123233995736766e-17,65.0,1402.5287755102042,284.70897959183674,704294.4,718552.7,711422.3,623827.3,711423.55,712945.95,693679.625,28.02857142857143,27.414285714285715,27.52857142857143,21.857142857142858,27.72142857142857,27.228571428571428,26.285714285714285,10.185714285714283,10.242857142857144,10.114285714285714,8.957142857142857,10.214285714285715,10.153571428571428,9.946428571428571,50.05714285714286,52.21428571428572,49.142857142857146,41.58571428571429,51.135714285714286,50.70357142857143,49.225,29.3,27.5,29.4,20.6,28.4,28.025,26.7125,10.3,9.7,11.5,8.0,9.999999999999998,10.75,10.5625,17.0,15.3,16.1,12.3,16.15,16.150000000000002,15.512500000000001,6.3,6.3,6.7,6.2,6.3,6.5249999999999995,6.4,3.5,3.4,3.6,3.4,3.4499999999999993,3.5,3.6125
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q1,9,737134.7,105304.95714285714,27.6,10.2,18.0,7.0,3.7,28.785714285714285,10.457142857142856,50.57142857142857,Summer,112,112,-0.9350162426854147,-0.3546048870425359,1.0,6.123233995736766e-17,66.5,1455.7346938775509,301.01632653061216,708866.7,704294.4,717514.4,680661.9,706580.55,712307.05,704309.55,27.75714285714286,28.02857142857143,25.942857142857143,26.414285714285715,27.892857142857146,27.285714285714285,27.023214285714285,10.257142857142856,10.185714285714283,10.071428571428571,9.785714285714286,10.221428571428572,10.189285714285713,10.10892857142857,50.52857142857143,50.05714285714286,51.4,49.04285714285714,50.292857142857144,51.050000000000004,50.34285714285714,27.1,29.3,25.9,26.3,28.200000000000003,27.45,27.525000000000002,10.4,10.3,11.5,11.1,10.349999999999998,10.475,10.862499999999999,17.2,17.0,16.2,15.1,17.1,16.424999999999997,16.125,6.6,6.3,6.8,6.9,6.449999999999999,6.5,6.449999999999999,3.7,3.5,3.5,3.7,3.5999999999999996,3.525,3.65
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q1,10,701392.4,100198.91428571429,29.2,10.1,16.1,6.7,3.4,28.47142857142857,10.385714285714286,49.15714285714286,Summer,113,113,-0.992708874098054,0.1205366802553232,1.0,6.123233995736766e-17,65.5,1399.5740816326531,295.6961224489796,737134.7,708866.7,718552.7,688415.0,723000.7,717212.125,711368.65,28.785714285714285,27.75714285714286,27.414285714285715,25.87142857142857,28.271428571428572,27.996428571428574,27.319642857142856,10.457142857142856,10.257142857142856,10.242857142857144,10.228571428571428,10.357142857142858,10.285714285714285,10.192857142857143,50.57142857142857,50.52857142857143,52.21428571428572,50.9,50.55,50.84285714285714,50.533928571428575,27.6,27.1,27.5,29.9,27.35,27.875,27.6875,10.2,10.4,9.7,10.8,10.299999999999997,10.15,10.75,18.0,17.2,15.3,17.3,17.6,16.875,16.4875,7.0,6.6,6.3,5.9,6.8,6.55,6.4624999999999995,3.7,3.7,3.4,4.1,3.7,3.575,3.65
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q1,11,736511.0,105215.85714285714,32.0,11.4,17.0,5.9,3.9,27.74285714285714,10.757142857142856,44.62857142857143,Summer,114,114,-0.822983865893657,0.5680647467311548,1.0,6.123233995736766e-17,70.2,1238.124081632653,298.4338775510204,701392.4,737134.7,704294.4,704749.0,719263.55,712922.05,712990.825,28.47142857142857,28.785714285714285,28.02857142857143,27.228571428571428,28.628571428571426,28.260714285714286,27.644642857142856,10.385714285714286,10.457142857142856,10.185714285714283,9.985714285714286,10.42142857142857,10.32142857142857,10.2125,49.15714285714286,50.57142857142857,50.05714285714286,49.457142857142856,49.864285714285714,50.07857142857143,50.31607142857143,29.2,27.6,29.3,24.8,28.4,28.3,27.599999999999998,10.1,10.2,10.3,11.6,10.149999999999999,10.25,10.6625,16.1,18.0,17.0,14.8,17.05,17.075000000000003,16.337500000000002,6.7,7.0,6.3,6.1,6.85,6.6499999999999995,6.5625,3.4,3.7,3.5,3.7,3.55,3.575,3.5625000000000004
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q1,12,710679.7,101525.67142857144,26.1,11.5,16.9,6.2,3.9,28.2,10.842857142857143,46.75714285714286,Summer,115,115,-0.4647231720437684,0.88545602565321,1.0,6.123233995736766e-17,64.60000000000001,1318.5514285714287,305.7685714285714,736511.0,701392.4,708866.7,711422.3,718951.7,720976.2,716961.075,27.74285714285714,28.47142857142857,27.75714285714286,27.52857142857143,28.107142857142854,28.189285714285713,27.708928571428572,10.757142857142856,10.385714285714286,10.257142857142856,10.114285714285714,10.571428571428573,10.464285714285714,10.30892857142857,44.62857142857143,49.15714285714286,50.52857142857143,49.142857142857146,46.892857142857146,48.721428571428575,49.712500000000006,32.0,29.2,27.1,29.4,30.599999999999998,28.975,28.5,11.4,10.1,10.4,11.5,10.749999999999998,10.525,10.6375,17.0,16.1,17.2,16.1,16.55,17.075000000000003,16.6125,5.9,6.7,6.6,6.7,6.300000000000001,6.550000000000001,6.5375,3.9,3.4,3.7,3.6,3.6499999999999995,3.6750000000000003,3.5875
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q1,13,722862.4,103266.05714285714,30.7,9.9,17.1,6.0,3.5,28.2,10.971428571428572,44.32857142857143,Summer,116,116,6.432490598706546e-16,1.0,1.0,6.123233995736766e-17,67.2,1250.0657142857142,309.39428571428573,710679.7,736511.0,737134.7,717514.4,723595.35,721429.45,716868.25,28.2,27.74285714285714,28.785714285714285,25.942857142857143,27.971428571428568,28.3,27.79285714285714,10.842857142857143,10.757142857142856,10.457142857142856,10.071428571428571,10.8,10.610714285714286,10.399999999999999,46.75714285714286,44.62857142857143,50.57142857142857,51.4,45.69285714285715,47.778571428571425,49.41428571428572,26.1,32.0,27.6,25.9,29.049999999999997,28.725,28.0875,11.5,11.4,10.2,11.5,11.45,10.8,10.6375,16.9,17.0,18.0,16.2,16.95,17.0,16.7125,6.2,5.9,7.0,6.8,6.050000000000001,6.45,6.475,3.9,3.9,3.7,3.5,3.9,3.725,3.625
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,1,566245.9,80892.27142857143,21.9,8.1,13.6,5.3,2.7,16.657142857142855,6.685714285714285,55.07142857142857,Autumn,117,117,0.4647231720437685,0.8854560256532099,1.2246467991473532e-16,-1.0,51.6,917.3326530612243,111.36489795918365,722862.4,710679.7,701392.4,718552.7,716771.05,717861.375,717536.75,28.2,28.2,28.47142857142857,27.414285714285715,28.2,28.153571428571425,28.075000000000003,10.971428571428572,10.842857142857143,10.385714285714286,10.242857142857144,10.907142857142858,10.739285714285714,10.5125,44.32857142857143,46.75714285714286,49.15714285714286,52.21428571428572,45.542857142857144,46.21785714285715,48.53035714285715,30.7,26.1,29.2,27.5,28.4,29.5,28.6875,9.9,11.5,10.1,9.7,10.7,10.725,10.4375,17.1,16.9,16.1,15.3,17.0,16.775,16.825,6.0,6.2,6.7,6.3,6.1,6.2,6.375,3.5,3.9,3.4,3.4,3.6999999999999993,3.675,3.625
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,2,581947.6,83135.37142857142,19.1,9.0,14.0,5.9,3.1,16.885714285714286,7.285714285714286,55.07142857142857,Autumn,118,118,0.8229838658936564,0.5680647467311559,1.2246467991473532e-16,-1.0,51.1,929.9204081632653,123.02448979591837,566245.9,722862.4,736511.0,704294.4,644554.15,684074.75,698498.3999999999,16.657142857142855,28.2,27.74285714285714,28.02857142857143,22.428571428571427,25.2,26.730357142857144,6.685714285714285,10.971428571428572,10.757142857142856,10.185714285714283,8.82857142857143,9.814285714285715,10.067857142857141,55.07142857142857,44.32857142857143,44.62857142857143,50.05714285714286,49.7,47.69642857142857,48.8875,21.9,30.7,32.0,29.3,26.299999999999997,27.675,27.9875,8.1,9.9,11.4,10.3,8.999999999999998,10.225,10.2375,13.6,17.1,17.0,17.0,15.350000000000001,16.15,16.6125,5.3,6.0,5.9,6.3,5.65,5.85,6.25,2.7,3.5,3.9,3.5,3.0999999999999996,3.5,3.5375
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,3,564335.6,80619.37142857142,19.4,8.1,12.2,6.0,2.9,16.87142857142857,7.071428571428571,57.01428571428572,Autumn,119,119,0.992708874098054,0.120536680255323,1.2246467991473532e-16,-1.0,48.6,961.9124489795919,119.30510204081631,581947.6,566245.9,710679.7,708866.7,574096.75,645433.8999999999,683205.05,16.885714285714286,16.657142857142855,28.2,27.75714285714286,16.771428571428572,22.485714285714284,25.3375,7.285714285714286,6.685714285714285,10.842857142857143,10.257142857142856,6.985714285714286,8.946428571428571,9.705357142857142,55.07142857142857,55.07142857142857,46.75714285714286,50.52857142857143,55.07142857142857,50.30714285714286,49.51428571428571,19.1,21.9,26.1,27.1,20.5,24.45,26.712500000000002,9.0,8.1,11.5,10.4,8.549999999999997,9.625,10.075,14.0,13.6,16.9,17.2,13.8,15.4,16.2375,5.9,5.3,6.2,6.6,5.6,5.8500000000000005,6.199999999999999,3.1,2.7,3.9,3.7,2.8999999999999995,3.3,3.4875
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,4,576043.9,82291.98571428572,20.3,9.1,12.3,5.8,2.8,17.114285714285714,6.928571428571429,52.48571428571428,Autumn,120,120,0.9350162426854148,-0.35460488704253545,1.2246467991473532e-16,-1.0,50.3,898.2555102040815,118.57755102040817,564335.6,581947.6,722862.4,737134.7,573141.6,608847.875,665138.6625,16.87142857142857,16.885714285714286,28.2,28.785714285714285,16.878571428571426,19.653571428571425,23.97678571428571,7.071428571428571,7.285714285714286,10.971428571428572,10.457142857142856,7.178571428571429,8.003571428571428,9.307142857142857,57.01428571428572,55.07142857142857,44.32857142857143,50.57142857142857,56.042857142857144,52.871428571428574,50.325,19.4,19.1,30.7,27.6,19.25,22.775,25.75,8.1,9.0,9.9,10.2,8.549999999999997,8.774999999999999,9.7875,12.2,14.0,17.1,18.0,13.1,14.225,15.612499999999999,6.0,5.9,6.0,7.0,5.95,5.8,6.125,2.9,3.1,3.5,3.7,2.9999999999999996,3.05,3.3875
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,5,586533.4,83790.48571428572,19.5,8.2,12.5,5.6,3.2,17.214285714285715,7.485714285714286,55.81428571428571,Autumn,121,121,0.6631226582407952,-0.7485107481711012,1.2246467991473532e-16,-1.0,49.00000000000001,960.8030612244897,128.86122448979592,576043.9,564335.6,566245.9,701392.4,570189.75,572143.25,645002.3125,17.114285714285714,16.87142857142857,16.657142857142855,28.47142857142857,16.99285714285714,16.882142857142856,22.517857142857142,6.928571428571429,7.071428571428571,6.685714285714285,10.385714285714286,7.000000000000001,6.992857142857143,8.866071428571429,52.48571428571428,57.01428571428572,55.07142857142857,49.15714285714286,54.75,54.910714285714285,50.56428571428571,20.3,19.4,21.9,29.2,19.849999999999998,20.175,24.8375,9.1,8.1,8.1,10.1,8.599999999999998,8.575,9.65,12.3,12.2,13.6,16.1,12.25,13.025,14.9,5.8,6.0,5.3,6.7,5.9,5.75,5.9750000000000005,2.8,2.9,2.7,3.4,2.8499999999999996,2.875,3.275
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,6,553888.8,79126.97142857143,23.3,7.9,12.3,5.9,3.2,18.97142857142857,7.1000000000000005,53.81428571428571,Autumn,122,122,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,52.6,1020.9338775510204,134.69714285714286,586533.4,576043.9,581947.6,736511.0,581288.65,577215.125,630644.9375,17.214285714285715,17.114285714285714,16.885714285714286,27.74285714285714,17.164285714285715,17.021428571428572,21.110714285714288,7.485714285714286,6.928571428571429,7.285714285714286,10.757142857142856,7.207142857142858,7.192857142857142,8.503571428571428,55.81428571428571,52.48571428571428,55.07142857142857,44.62857142857143,54.14999999999999,55.096428571428575,51.39642857142857,19.5,20.3,19.1,32.0,19.9,19.575,23.625,8.2,9.1,9.0,11.4,8.649999999999999,8.6,9.4125,12.5,12.3,14.0,17.0,12.4,12.75,14.450000000000001,5.6,5.8,5.9,5.9,5.699999999999999,5.825,5.8375,3.2,2.8,3.1,3.9,2.9999999999999996,3.0,3.25
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,7,575674.7,82239.24285714285,18.5,9.2,11.6,5.4,3.1,19.15714285714285,7.128571428571428,55.17142857142857,Autumn,123,123,-0.23931566428755743,-0.9709418174260521,1.2246467991473532e-16,-1.0,47.8,1056.9269387755098,136.56306122448976,553888.8,586533.4,564335.6,710679.7,570211.1000000001,570200.425,607817.1625000001,18.97142857142857,17.214285714285715,16.87142857142857,28.2,18.09285714285714,17.54285714285714,20.014285714285712,7.1000000000000005,7.485714285714286,7.071428571428571,10.842857142857143,7.2928571428571445,7.146428571428571,8.04642857142857,53.81428571428571,55.81428571428571,57.01428571428572,46.75714285714286,54.81428571428571,54.78214285714285,52.544642857142854,23.3,19.5,19.4,26.1,21.4,20.625,22.5375,7.9,8.2,8.1,11.5,8.049999999999997,8.325,8.975,12.3,12.5,12.2,16.9,12.4,12.325,13.8625,5.9,5.6,6.0,6.2,5.75,5.825,5.8375,3.2,3.2,2.9,3.9,3.2,3.025,3.1625
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,8,579313.9,82759.12857142858,19.8,7.3,12.7,5.9,3.3,19.12857142857143,7.257142857142857,52.85714285714285,Autumn,124,124,-0.663122658240795,-0.7485107481711013,1.2246467991473532e-16,-1.0,48.99999999999999,1011.0816326530611,138.8187755102041,575674.7,553888.8,576043.9,722862.4,564781.75,573035.2,590941.5375,19.15714285714285,18.97142857142857,17.114285714285714,28.2,19.06428571428571,18.114285714285714,18.88392857142857,7.128571428571428,7.1000000000000005,6.928571428571429,10.971428571428572,7.114285714285716,7.1607142857142865,7.582142857142857,55.17142857142857,53.81428571428571,52.48571428571428,44.32857142857143,54.49285714285714,54.32142857142857,53.59642857142857,18.5,23.3,20.3,30.7,20.9,20.4,21.5875,9.2,7.9,9.1,9.9,8.549999999999997,8.6,8.6875,11.6,12.3,12.3,17.1,11.95,12.175,13.2,5.4,5.9,5.8,6.0,5.65,5.675,5.7375,3.1,3.2,2.8,3.5,3.1499999999999995,3.075,3.0625
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,9,545953.5,77993.35714285714,18.0,7.6,11.7,5.7,3.1,19.82857142857143,7.3,52.62857142857143,Autumn,125,125,-0.9350162426854147,-0.3546048870425359,1.2246467991473532e-16,-1.0,46.1,1043.549387755102,144.74857142857144,579313.9,575674.7,586533.4,566245.9,577494.3,573852.7,572997.975,19.12857142857143,19.15714285714285,17.214285714285715,16.657142857142855,19.14285714285714,18.61785714285714,17.75,7.257142857142857,7.128571428571428,7.485714285714286,6.685714285714285,7.192857142857143,7.242857142857143,7.117857142857143,52.85714285714285,55.17142857142857,55.81428571428571,55.07142857142857,54.014285714285705,54.41428571428571,54.662499999999994,19.8,18.5,19.5,21.9,19.15,20.275,20.225,7.3,9.2,8.2,8.1,8.249999999999998,8.149999999999999,8.362499999999999,12.7,11.6,12.5,13.6,12.149999999999999,12.274999999999999,12.65,5.9,5.4,5.6,5.3,5.65,5.7,5.725,3.3,3.1,3.2,2.7,3.1999999999999993,3.2,3.0375
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,10,571070.1,81581.44285714286,20.8,7.7,12.1,5.7,2.8,19.357142857142858,7.7,55.614285714285714,Autumn,126,126,-0.992708874098054,0.1205366802553232,1.2246467991473532e-16,-1.0,49.1,1076.5336734693878,149.05,545953.5,579313.9,553888.8,581947.6,562633.7,563707.7250000001,570461.425,19.82857142857143,19.12857142857143,18.97142857142857,16.885714285714286,19.478571428571428,19.271428571428572,18.146428571428572,7.3,7.257142857142857,7.1000000000000005,7.285714285714286,7.278571428571429,7.196428571428571,7.194642857142857,52.62857142857143,52.85714285714285,53.81428571428571,55.07142857142857,52.74285714285714,53.61785714285715,54.357142857142854,18.0,19.8,23.3,19.1,18.9,19.9,19.737499999999997,7.6,7.3,7.9,9.0,7.4499999999999975,8.0,8.299999999999999,11.7,12.7,12.3,14.0,12.2,12.075,12.4125,5.7,5.9,5.9,5.9,5.800000000000001,5.7250000000000005,5.775,3.1,3.3,3.2,3.1,3.1999999999999993,3.1750000000000003,3.0875
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,11,562967.5,80423.92857142857,19.2,8.5,12.0,6.0,2.7,18.928571428571427,7.628571428571428,53.385714285714286,Autumn,127,127,-0.822983865893657,0.5680647467311548,1.2246467991473532e-16,-1.0,48.400000000000006,1010.5153061224489,144.39795918367344,571070.1,545953.5,575674.7,564335.6,558511.8,568003.0499999999,569101.7375,19.357142857142858,19.82857142857143,19.15714285714285,16.87142857142857,19.59285714285714,19.36785714285714,18.455357142857142,7.7,7.3,7.128571428571428,7.071428571428571,7.500000000000001,7.3464285714285715,7.246428571428572,55.614285714285714,52.62857142857143,55.17142857142857,57.01428571428572,54.121428571428574,54.06785714285714,54.425,20.8,18.0,18.5,19.4,19.4,19.275000000000002,19.95,7.7,7.6,9.2,8.1,7.649999999999999,7.949999999999999,8.1375,12.1,11.7,11.6,12.2,11.899999999999999,12.025,12.174999999999999,5.7,5.7,5.4,6.0,5.7,5.675,5.75,2.8,3.1,3.1,2.9,2.9499999999999993,3.0749999999999997,3.0500000000000003
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,12,558827.9,79832.55714285714,21.3,7.0,11.7,5.2,3.3,18.957142857142856,8.057142857142857,54.02857142857143,Autumn,128,128,-0.4647231720437684,0.88545602565321,1.2246467991473532e-16,-1.0,48.5,1024.2273469387756,152.7404081632653,562967.5,571070.1,579313.9,576043.9,567018.8,564826.25,568930.725,18.928571428571427,19.357142857142858,19.12857142857143,17.114285714285714,19.142857142857142,19.310714285714287,18.7125,7.628571428571428,7.7,7.257142857142857,6.928571428571429,7.664285714285715,7.4714285714285715,7.316071428571428,53.385714285714286,55.614285714285714,52.85714285714285,52.48571428571428,54.5,53.62142857142857,53.97142857142857,19.2,20.8,19.8,20.3,20.0,19.450000000000003,19.924999999999997,8.5,7.7,7.3,9.1,8.099999999999998,7.775,8.1875,12.0,12.1,12.7,12.3,12.05,12.125,12.15,6.0,5.7,5.9,5.8,5.85,5.825,5.75,2.7,2.8,3.3,2.8,2.7499999999999996,2.975,3.025
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q2,13,529078.9,75582.7,18.1,7.6,12.3,5.4,3.2,19.3,8.0,50.91428571428571,Autumn,129,129,6.432490598706546e-16,1.0,1.2246467991473532e-16,-1.0,46.6,982.6457142857142,154.4,558827.9,562967.5,545953.5,586533.4,560897.7,559704.75,566778.725,18.957142857142856,18.928571428571427,19.82857142857143,17.214285714285715,18.942857142857143,19.267857142857142,18.942857142857143,8.057142857142857,7.628571428571428,7.3,7.485714285714286,7.842857142857143,7.671428571428571,7.457142857142857,54.02857142857143,53.385714285714286,52.62857142857143,55.81428571428571,53.707142857142856,53.91428571428572,54.16428571428572,21.3,19.2,18.0,19.5,20.25,19.825,20.05,7.0,8.5,7.6,8.2,7.749999999999999,7.699999999999999,7.925,11.7,12.0,11.7,12.5,11.85,11.874999999999998,12.075,5.2,6.0,5.7,5.6,5.6,5.65,5.675,3.3,2.7,3.1,3.2,2.9999999999999996,2.975,3.0875000000000004
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q3,1,445870.9,63695.84285714286,11.2,4.2,6.8,3.8,1.8,9.3,5.3,60.41428571428571,Winter,130,130,0.4647231720437685,0.8854560256532099,-1.0,-1.8369701987210297e-16,27.8,561.8528571428571,49.29,529078.9,558827.9,571070.1,553888.8,543953.4,555486.1,559596.9125,19.3,18.957142857142856,19.357142857142858,18.97142857142857,19.128571428571426,19.135714285714286,19.203571428571426,8.0,8.057142857142857,7.7,7.1000000000000005,8.028571428571428,7.8464285714285715,7.521428571428571,50.91428571428571,54.02857142857143,55.614285714285714,53.81428571428571,52.471428571428575,53.48571428571428,53.551785714285714,18.1,21.3,20.8,23.3,19.7,19.85,19.875,7.6,7.0,7.7,7.9,7.299999999999999,7.7,7.85,12.3,11.7,12.1,12.3,12.0,12.025,12.049999999999999,5.4,5.2,5.7,5.9,5.300000000000001,5.575,5.65,3.2,3.3,2.8,3.2,3.2499999999999996,3.0,3.0875
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,Q3,2,449265.3,64180.75714285714,11.4,4.4,7.2,4.1,1.8,10.514285714285714,5.242857142857143,59.12857142857143,Winter,131,131,0.8229838658936564,0.5680647467311559,-1.0,-1.8369701987210297e-16,28.900000000000002,621.6946938775511,55.12489795918367,445870.9,529078.9,562967.5,575674.7,487474.9,524186.3,546094.675,9.3,19.3,18.928571428571427,19.15714285714285,14.3,16.62142857142857,17.994642857142857,5.3,8.0,7.628571428571428,7.128571428571428,6.65,7.246428571428571,7.296428571428571,60.41428571428571,50.91428571428571,53.385714285714286,55.17142857142857,55.66428571428571,54.68571428571428,54.37678571428572,11.2,18.1,19.2,18.5,14.649999999999999,17.450000000000003,18.3625,4.2,7.6,8.5,9.2,5.899999999999999,6.825,7.3875,6.8,12.3,12.0,11.6,9.55,10.7,11.362499999999999,3.8,5.4,6.0,5.4,4.6,5.1000000000000005,5.3875,1.8,3.2,2.7,3.1,2.4999999999999996,2.75,2.9125
