Country,State,Region,Farm_ID,Year,Quarter,Week,Water_Weekly_L,Water_Daily_Avg_L,Nitrogen_Weekly,Phosphorus_Weekly,Potassium_Weekly,Calcium_Weekly,Magnesium_Weekly,Temperature_Avg_C,Sunlight_Hours,Humidity_Percent
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,12,474935.7,67847.95714285715,20.0,8.7,13.4,5.9,3.4,16.285714285714285,8.257142857142856,71.98571428571428
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,13,463200.0,66171.42857142857,21.1,8.2,12.2,6.3,3.9,17.442857142857143,8.014285714285714,70.98571428571428
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,1,681622.9,97374.7,26.7,11.6,14.5,7.1,3.5,25.585714285714285,9.571428571428571,49.128571428571426
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,2,675015.7,96430.81428571428,27.3,10.4,16.5,6.3,3.6,26.02857142857143,9.771428571428572,50.98571428571428
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,3,704735.6,100676.51428571428,28.9,9.8,17.5,6.2,3.6,25.557142857142857,10.314285714285715,51.55714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,4,672938.7,96134.09999999999,27.3,9.9,16.6,6.4,3.4,26.67142857142857,10.471428571428572,48.642857142857146
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,5,699611.0,99944.42857142857,29.5,10.1,17.1,6.9,3.5,26.157142857142855,10.299999999999999,49.17142857142857
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,6,674388.5,96341.21428571429,28.0,10.3,17.5,6.5,3.9,27.728571428571428,10.1,48.371428571428574
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,7,702429.2,100347.02857142857,30.8,11.2,17.4,6.8,3.6,27.428571428571427,10.457142857142857,48.08571428571429
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,8,704559.0,100651.28571428571,27.2,10.1,17.1,6.5,3.7,26.585714285714285,10.228571428571428,46.285714285714285
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,9,679885.3,97126.47142857143,29.9,11.4,18.1,6.6,3.8,27.400000000000002,10.342857142857143,48.98571428571428
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,10,680257.5,97179.64285714286,27.6,9.7,15.3,6.9,4.2,27.485714285714288,10.614285714285714,45.07142857142857
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,11,699473.0,99924.71428571429,30.9,11.0,15.1,5.9,4.0,28.057142857142857,10.857142857142858,46.82857142857143
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,12,687378.7,98196.95714285714,28.2,11.6,17.3,6.6,3.5,27.82857142857143,10.842857142857143,44.92857142857143
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,1,13,676702.9,96671.84285714287,30.6,9.7,17.1,6.6,4.2,29.057142857142857,11.12857142857143,45.699999999999996
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,1,552806.5,78972.35714285714,24.4,8.6,12.7,5.8,3.0,17.757142857142856,7.071428571428571,55.285714285714285
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,2,590043.5,84291.92857142857,22.1,8.3,13.5,5.6,2.8,17.87142857142857,6.8,57.94285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,3,550676.1,78668.01428571428,20.7,8.1,13.0,5.3,3.1,16.942857142857143,6.857142857142857,53.028571428571425
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,4,554901.3,79271.6142857143,22.2,7.7,14.0,5.8,3.3,17.285714285714285,7.3999999999999995,58.15714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,5,583020.0,83288.57142857143,19.9,8.9,13.5,5.8,3.1,18.7,6.971428571428571,57.028571428571425
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,6,558226.5,79746.64285714286,20.7,8.6,13.5,5.1,3.0,18.342857142857145,7.1571428571428575,53.9
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,7,545993.6,77999.08571428571,19.9,7.3,13.1,5.8,3.1,19.271428571428572,7.314285714285715,56.699999999999996
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,8,550718.4,78674.05714285714,20.6,7.6,12.1,5.2,2.9,18.942857142857143,7.385714285714286,50.957142857142856
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,9,563632.7,80518.95714285714,20.2,7.8,12.6,5.0,2.8,18.514285714285712,7.614285714285714,53.55714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,10,558400.3,79771.47142857143,19.7,7.0,13.1,5.2,3.1,18.97142857142857,7.385714285714286,54.9
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,11,526631.3,75233.04285714286,18.7,8.2,11.3,5.4,3.2,19.571428571428573,7.5,54.92857142857143
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,12,524856.8,74979.54285714286,18.3,8.1,12.2,5.0,3.0,19.271428571428572,7.685714285714285,53.114285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,2,13,520275.6,74325.08571428571,20.2,8.3,12.7,5.4,2.8,19.157142857142855,8.028571428571428,48.55714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,1,421944.8,60277.82857142857,11.8,4.7,6.2,4.4,2.1,9.671428571428573,5.457142857142857,57.114285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,2,421863.5,60266.21428571428,10.8,4.4,6.5,4.4,2.1,11.1,5.128571428571428,59.271428571428565
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,3,420388.4,60055.485714285714,10.9,3.8,6.9,4.3,2.0,10.157142857142857,5.6000000000000005,60.82857142857143
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,4,447556.3,63936.614285714284,10.8,4.2,6.6,4.3,2.1,10.185714285714285,5.3,56.91428571428571
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,5,436119.1,62302.72857142857,12.0,4.1,6.7,4.0,1.8,11.457142857142857,5.742857142857143,56.642857142857146
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,6,442150.5,63164.357142857145,11.8,4.2,6.4,4.6,2.2,11.885714285714286,5.714285714285714,55.1
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,7,442330.9,63190.12857142858,11.4,4.3,6.7,4.6,2.1,10.457142857142857,6.057142857142857,57.41428571428571
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,8,408673.5,58381.92857142857,10.5,4.3,6.3,4.3,2.0,10.557142857142859,5.714285714285714,53.82857142857143
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,9,422468.2,60352.6,12.0,3.8,6.1,4.2,1.9,12.042857142857143,5.671428571428572,56.385714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,10,436368.0,62338.28571428572,12.6,4.2,5.8,4.4,2.1,11.928571428571429,5.971428571428571,56.55714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,11,437906.9,62558.12857142858,11.6,4.2,6.1,4.4,2.1,11.185714285714285,5.8428571428571425,54.94285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,12,412353.9,58907.700000000004,13.0,4.1,6.7,4.4,1.9,12.700000000000001,6.357142857142857,52.9
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,3,13,413426.3,59060.9,12.6,3.6,6.7,4.0,1.8,13.057142857142859,6.142857142857143,56.81428571428571
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,1,573589.4,81941.34285714287,19.4,7.7,11.5,5.6,3.0,18.657142857142855,7.3999999999999995,48.228571428571435
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,2,546682.4,78097.48571428572,20.2,6.9,12.3,5.5,3.2,18.87142857142857,7.942857142857143,46.457142857142856
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,3,562090.5,80298.64285714286,20.6,8.6,12.1,5.7,3.1,18.228571428571428,8.171428571428573,49.81428571428571
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,4,566177.9,80882.55714285714,19.9,7.9,12.6,5.4,3.4,19.585714285714285,7.785714285714286,44.714285714285715
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,5,595641.6,85091.65714285713,19.7,8.7,11.4,5.9,2.9,20.271428571428572,7.728571428571429,46.628571428571426
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,6,561857.4,80265.34285714287,20.8,8.3,11.9,6.1,3.0,19.714285714285715,7.985714285714286,47.15714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,7,598115.5,85445.07142857143,20.8,7.7,11.7,6.2,3.4,20.314285714285713,8.028571428571428,43.042857142857144
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,8,603899.2,86271.31428571428,22.6,7.5,12.3,5.5,3.2,19.014285714285712,8.4,47.67142857142857
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,9,565364.4,80766.34285714287,23.9,9.2,12.4,6.0,3.1,21.228571428571428,8.514285714285714,42.728571428571435
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,10,612066.8,87438.1142857143,23.7,7.6,12.7,5.7,3.5,19.614285714285717,8.171428571428573,42.55714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,11,580816.3,82973.75714285715,23.3,9.1,12.2,5.5,2.9,20.185714285714287,8.4,46.142857142857146
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,12,582711.6,83244.51428571428,20.7,8.6,12.6,5.8,3.5,21.442857142857143,8.671428571428573,41.84285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2021,4,13,586343.1,83763.3,20.9,9.2,13.8,6.0,2.9,20.714285714285715,8.528571428571428,41.214285714285715
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,1,707893.4,101127.62857142858,26.3,10.5,16.3,6.2,4.2,25.62857142857143,9.614285714285714,49.98571428571428
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,2,667972.1,95424.58571428571,25.8,10.5,16.8,6.0,3.4,26.0,9.942857142857141,52.57142857142857
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,3,714281.1,102040.15714285713,26.9,11.0,16.5,6.6,3.6,27.37142857142857,9.814285714285715,52.614285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,4,716208.7,102315.52857142857,27.6,9.8,17.4,6.9,3.7,25.67142857142857,9.842857142857143,52.67142857142857
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,5,677190.7,96741.52857142857,30.3,10.6,14.7,6.7,3.6,26.771428571428572,10.0,50.271428571428565
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,6,688573.2,98367.59999999999,25.1,11.2,15.5,6.2,3.7,26.442857142857143,10.157142857142857,51.714285714285715
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,7,708362.4,101194.62857142858,26.4,11.9,16.5,6.7,4.0,26.400000000000002,10.242857142857144,46.82857142857143
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,8,722740.5,103248.64285714286,28.8,10.9,17.8,6.5,3.7,28.47142857142857,10.685714285714285,47.74285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,9,690306.1,98615.15714285713,30.5,9.8,18.1,6.5,4.0,27.357142857142858,10.37142857142857,50.542857142857144
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,10,734762.4,104966.05714285714,27.0,11.8,17.9,5.9,4.2,28.87142857142857,10.37142857142857,48.68571428571429
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,11,692441.5,98920.21428571429,30.9,11.9,15.4,6.6,4.0,28.842857142857145,10.942857142857141,46.457142857142856
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,12,717497.5,102499.64285714286,31.6,11.1,16.7,6.1,4.2,29.185714285714287,10.485714285714286,48.114285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,1,13,726209.5,103744.21428571429,25.6,10.2,15.5,6.5,3.4,28.571428571428573,10.771428571428572,46.44285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,1,595487.8,85069.68571428572,24.0,9.4,12.6,5.0,3.1,16.585714285714285,6.642857142857143,57.800000000000004
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,2,593732.1,84818.87142857142,24.0,8.4,14.1,5.4,2.8,17.942857142857143,7.228571428571429,58.24285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,3,564468.8,80638.40000000001,23.0,9.5,13.3,5.1,3.3,16.885714285714286,6.828571428571428,58.357142857142854
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,4,579428.7,82775.52857142857,21.8,7.9,12.3,5.7,2.8,18.685714285714287,7.357142857142857,53.58571428571429
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,5,578361.5,82623.07142857143,23.6,9.4,11.5,5.6,3.3,18.942857142857143,7.542857142857143,54.18571428571429
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,6,586058.0,83722.57142857143,19.1,8.9,11.9,6.0,2.8,17.7,7.357142857142857,57.042857142857144
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,7,579381.6,82768.8,22.6,8.2,11.8,5.2,2.7,17.657142857142855,7.542857142857143,54.82857142857143
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,8,548407.0,78343.85714285714,21.6,9.1,13.2,5.5,2.9,17.914285714285715,7.128571428571428,52.9
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,9,557916.6,79702.37142857142,21.0,8.5,11.3,5.0,3.2,18.114285714285714,7.557142857142857,55.357142857142854
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,10,543486.1,77640.87142857142,18.4,7.8,12.6,5.6,3.2,18.771428571428572,7.971428571428571,50.199999999999996
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,11,531235.4,75890.77142857143,17.5,8.7,11.1,5.9,2.8,19.52857142857143,7.814285714285715,52.228571428571435
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,12,528314.2,75473.45714285714,20.6,8.2,11.2,5.3,2.8,18.97142857142857,7.6000000000000005,53.1
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,2,13,522847.1,74692.44285714286,18.6,7.6,11.1,5.7,3.1,19.928571428571427,8.142857142857142,49.42857142857143
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,1,431678.5,61668.357142857145,11.2,4.6,6.4,4.1,2.0,9.028571428571428,5.071428571428571,58.25714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,2,446060.6,63722.94285714285,13.4,4.1,6.5,4.0,2.0,9.385714285714286,5.414285714285714,57.18571428571429
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,3,428146.8,61163.82857142857,12.6,3.8,6.3,4.2,2.2,9.957142857142857,5.1571428571428575,60.18571428571429
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,4,439387.8,62769.68571428571,11.8,4.2,7.0,4.2,2.2,10.742857142857144,5.785714285714286,60.15714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,5,433587.8,61941.114285714284,11.9,4.5,6.8,4.3,2.0,10.0,5.914285714285714,59.114285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,6,419269.2,59895.6,13.2,4.4,5.9,4.1,2.2,11.571428571428571,5.485714285714286,60.32857142857143
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,7,429568.4,61366.91428571429,11.1,4.5,6.9,3.8,2.0,12.271428571428572,5.885714285714286,59.0
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,8,427375.7,61053.67142857143,12.8,4.3,6.5,4.2,2.0,11.142857142857142,5.728571428571429,56.32857142857143
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,9,427501.9,61071.700000000004,12.9,4.5,6.4,3.9,1.9,11.014285714285714,6.028571428571429,57.714285714285715
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,10,431729.6,61675.65714285714,11.7,4.2,5.7,4.0,1.9,11.614285714285714,5.985714285714286,55.042857142857144
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,11,434541.7,62077.385714285716,11.2,3.8,6.6,4.6,2.2,12.528571428571428,5.814285714285715,57.67142857142857
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,12,413706.0,59100.857142857145,11.7,4.3,5.8,4.5,1.9,13.0,6.085714285714286,53.6
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,3,13,449099.4,64157.05714285715,11.5,4.2,5.9,4.0,2.1,12.471428571428572,6.528571428571429,53.114285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,1,581838.9,83119.84285714287,20.1,7.1,11.0,5.8,3.0,19.099999999999998,7.957142857142857,50.42857142857143
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,2,588971.1,84138.72857142857,21.8,8.4,10.9,5.7,3.5,19.557142857142857,7.457142857142857,46.24285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,3,584191.6,83455.94285714286,21.0,7.2,10.5,5.7,3.3,18.557142857142857,8.1,47.699999999999996
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,4,561577.7,80225.3857142857,18.9,8.7,12.3,6.0,3.1,19.97142857142857,8.014285714285714,46.34285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,5,574390.9,82055.84285714287,22.5,8.3,12.2,5.5,3.1,18.771428571428572,8.085714285714285,49.628571428571426
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,6,559976.9,79996.7,23.0,8.4,12.2,5.2,3.0,20.228571428571428,8.3,43.471428571428575
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,7,600740.5,85820.07142857143,20.8,8.0,11.7,5.5,3.2,19.485714285714288,8.528571428571428,46.857142857142854
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,8,598074.9,85439.27142857143,21.5,8.6,13.0,5.7,3.3,20.74285714285714,8.214285714285714,43.199999999999996
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,9,598365.7,85480.81428571428,24.3,8.7,13.2,5.5,3.3,19.914285714285715,8.085714285714285,42.542857142857144
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,10,615488.3,87926.90000000001,24.1,9.1,13.3,5.9,3.3,20.12857142857143,8.2,46.34285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,11,608982.1,86997.44285714286,21.0,8.4,12.4,5.3,3.3,21.185714285714287,8.642857142857142,47.31428571428571
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,12,607336.2,86762.31428571428,22.7,9.3,13.8,6.0,3.2,20.342857142857145,8.77142857142857,42.25714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2022,4,13,623827.3,89118.18571428572,20.6,8.0,12.3,6.2,3.4,21.857142857142858,8.957142857142857,41.58571428571429
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,1,680661.9,97237.41428571429,26.3,11.1,15.1,6.9,3.7,26.414285714285715,9.785714285714286,49.042857142857144
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,2,688415.0,98345.0,29.9,10.8,17.3,5.9,4.1,25.87142857142857,10.228571428571428,50.9
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,3,704749.0,100678.42857142857,24.8,11.6,14.8,6.1,3.7,27.228571428571428,9.985714285714286,49.457142857142856
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,4,711422.3,101631.75714285715,29.4,11.5,16.1,6.7,3.6,27.52857142857143,10.114285714285714,49.142857142857146
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,5,717514.4,102502.05714285714,25.9,11.5,16.2,6.8,3.5,25.942857142857143,10.071428571428571,51.4
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,6,718552.7,102650.3857142857,27.5,9.7,15.3,6.3,3.4,27.414285714285715,10.242857142857144,52.214285714285715
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,7,704294.4,100613.48571428572,29.3,10.3,17.0,6.3,3.5,28.02857142857143,10.185714285714285,50.05714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,8,708866.7,101266.67142857143,27.1,10.4,17.2,6.6,3.7,27.75714285714286,10.257142857142856,50.528571428571425
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,9,737134.7,105304.95714285714,27.6,10.2,18.0,7.0,3.7,28.785714285714285,10.457142857142857,50.57142857142857
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,10,701392.4,100198.91428571429,29.2,10.1,16.1,6.7,3.4,28.47142857142857,10.385714285714286,49.15714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,11,736511.0,105215.85714285714,32.0,11.4,17.0,5.9,3.9,27.74285714285714,10.757142857142856,44.628571428571426
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,12,710679.7,101525.67142857143,26.1,11.5,16.9,6.2,3.9,28.2,10.842857142857143,46.75714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,1,13,722862.4,103266.05714285714,30.7,9.9,17.1,6.0,3.5,28.2,10.971428571428572,44.32857142857143
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,1,566245.9,80892.27142857143,21.9,8.1,13.6,5.3,2.7,16.657142857142855,6.685714285714285,55.07142857142857
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,2,581947.6,83135.37142857142,19.1,9.0,14.0,5.9,3.1,16.885714285714286,7.285714285714286,55.07142857142857
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,3,564335.6,80619.37142857142,19.4,8.1,12.2,6.0,2.9,16.87142857142857,7.071428571428571,57.01428571428572
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,4,576043.9,82291.98571428572,20.3,9.1,12.3,5.8,2.8,17.114285714285714,6.928571428571429,52.48571428571428
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,5,586533.4,83790.48571428572,19.5,8.2,12.5,5.6,3.2,17.214285714285715,7.485714285714286,55.81428571428571
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,6,553888.8,79126.97142857143,23.3,7.9,12.3,5.9,3.2,18.97142857142857,7.1000000000000005,53.81428571428571
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,7,575674.7,82239.24285714285,18.5,9.2,11.6,5.4,3.1,19.157142857142855,7.128571428571428,55.17142857142857
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,8,579313.9,82759.12857142858,19.8,7.3,12.7,5.9,3.3,19.12857142857143,7.257142857142857,52.857142857142854
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,9,545953.5,77993.35714285714,18.0,7.6,11.7,5.7,3.1,19.82857142857143,7.3,52.628571428571426
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,10,571070.1,81581.44285714286,20.8,7.7,12.1,5.7,2.8,19.357142857142858,7.7,55.614285714285714
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,11,562967.5,80423.92857142857,19.2,8.5,12.0,6.0,2.7,18.928571428571427,7.628571428571428,53.385714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,12,558827.9,79832.55714285714,21.3,7.0,11.7,5.2,3.3,18.957142857142856,8.057142857142857,54.028571428571425
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,2,13,529078.9,75582.7,18.1,7.6,12.3,5.4,3.2,19.3,8.0,50.91428571428571
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,3,1,445870.9,63695.84285714286,11.2,4.2,6.8,3.8,1.8,9.299999999999999,5.3,60.41428571428571
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,3,2,449265.3,64180.75714285714,11.4,4.4,7.2,4.1,1.8,10.514285714285714,5.242857142857143,59.128571428571426
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,3,3,433101.8,61871.68571428571,12.1,4.4,6.8,3.9,2.1,10.4,5.514285714285714,59.385714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,3,4,431101.4,61585.91428571429,11.4,4.2,6.7,3.8,1.9,10.385714285714286,5.785714285714286,61.042857142857144
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,3,5,426412.5,60916.07142857143,12.2,3.8,7.0,4.1,2.0,11.357142857142858,5.785714285714286,55.471428571428575
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,3,6,448489.5,64069.92857142857,13.1,4.4,6.5,4.4,2.0,11.571428571428571,5.442857142857143,56.9
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,3,7,442843.4,63263.34285714286,11.9,3.6,6.9,4.5,2.0,12.271428571428572,5.542857142857143,57.0
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,3,8,436513.8,62359.114285714284,12.4,3.7,6.2,4.3,2.2,12.414285714285715,5.6571428571428575,57.05714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,3,9,435859.9,62265.700000000004,12.4,3.8,6.9,4.6,2.0,11.557142857142859,6.3,58.65714285714286
Australia,Victoria,Mallee,FARM_MALLEE_GRAIN_FARM,2023,3,10,422095.1,60299.299999999996,11.1,4.2,6.8,4.4,2.2,11.828571428571427,6.185714285714285,57.24285714285714
